name,line,dialogue_clean
House," Um hmm. [ reading from chart ] Pulling the tongue, icepacks on the throat, hitting yourself! the groin pinch. Well, you've certainly covered all the normal medical bases. Uh, how are you hitting yourself, though? Is it open hand or fist?",um hmm pulling tongue icepacks throat hitting groin pinch well certainly covered normal medical bases uh hitting though open hand fist
House," Well, that's how they teach it at Harvard Med. How hard though?",well teach harvard med hard though
House," I'm sorry, I missed that. Could! could you do that again? [ Patient slaps himself again ] That's! that's very good. [ to Cuddy ] Hiccups.",sorry missed could could good hiccups
House," Mmhhmmm, I need to go peepee. [ to Patient ] Dial it up a notch and repeat. I'll be back. [ he leaves, Cuddy follows, Patient slaps himself again ]",mmhhmmm need go peepee dial notch repeat back
House," Ooh, girl in the boys' bathroom. Very dramatic. Must be very important what you have to say to me. [ dries hands and face on paper towel ]",ooh girl boys bathroom dramatic must important say
House," At a guess, I'd say ""Dr. House must be really really good ""ì why am I wasting him on hiccups?""ù I wash before and after. [ walks over to urinal ]",guess say dr house must really really good wasting hiccups ù wash
House, [ over his shoulder ] Do me a favor!?,favor
House," I was gonna say ""leave,""ù but that works.",gonna say leave ù works
House, Only way to get the guy to do the surgery!,way get guy surgery
House," I know ""ì to save lives. Specifically doctors' lives, and not just their lives but their lifestyles. Wouldn't wanna operate on anyone really sick ""ì they might die and spoil our stats.",know save lives specifically doctors lives lives lifestyles wanna operate anyone really sick might die spoil stats
House," True. I got all focused on her right to live, and forgot. You do what you think is right.",true got focused right live forgot think right
House, No. I didn't. And frankly I'm angry. Which I'm guessing is the correct response. 'Course I'll know better once you tell me what you're talking about.,frankly angry guessing correct response course know better tell talking
House," Oh. Anger was a bad guess. Well, normally I'd put on a festive hat and celebrate the fact that the earth has circled the sun one more time. I really didn't think it was gonna make it this year, but darnit, if it wasn't the Little Planet That Could all over again.",oh anger bad guess well normally put festive hat celebrate fact earth circled sun one time really think gonna make year darnit little planet could
House, Why are you here? To buy me a pony?,buy pony
House," Yeah well, go scrub in.",yeah well go scrub
House, Not a word. Some kind of mind game. She's waiting for me to crack.,word kind mind game waiting crack
House," Yeah, well! [ Luke storms past them, followed by Parkld Services reps ]",yeah well
House, [ staring after them ] Yeah. I get that a lot. I don't think Mom's crazy.,yeah get lot think mom crazy
House," [ reading to Lucy ] ""For in the old days, though she had young men's praise and old men's blame, among the poor, both old and young gave her praise.""ù [ he snaps the book shut and she wakes up ]",old days though young men praise old men blame among poor old young gave praise ù
House, You called Social Services. It was you.,called social services
House," It's OK, it's OK, I get it. He'll have an easier time dealing with the system. Sure, he won't be with his real mother, but his real mother's sick. Someone needs to take care of him.",ok ok get easier time dealing system sure real mother real mother sick someone needs take care
House," What would his future have been? Taking you to chemo and back on the bus! and Even if the cancer's in complete remission, he'll still have a mother who hears voices.",would future taking chemo back bus even cancer complete remission still mother hears voices
House," ""Look what I do to him, limpie.""ù You said that. I checked the phone records ""ì only one call from this room. Smart ""ì they charge you two bucks a call. It was to Social Services of the State of New Jersey. You're his mother, couldn't do it to him anymore. [ pause ] Good for you.",look limpie ù said checked phone records one call room smart charge two bucks call social services state new jersey mother anymore good
House," On the small stuff, yeah, when to sleep, what to drink, no lemonade but I'll take some hemlock if you've got it.",small stuff yeah sleep drink lemonade take hemlock got
House," But giving up your son, because it's better for him ""ì it's so sane, so rational. Self-sacrifice is not a symptom of sParkzophrenia! it excludes the diagnosis.",giving son better sane rational self sacrifice symptom sparkzophrenia excludes diagnosis
House, She's 36 years old when she first presents!,years old first presents
House," The internist sends her to a shrink, one shrink sends her to the next, she tells them all she's not crazy, the drugs don't work and why would they if she's not a head case? She got clearer when I took her off the psych meds. [ pauses at his office door ] You think I'M crazy.",internist sends shrink one shrink sends next tells crazy drugs work would head case got clearer took psych meds think crazy
House, I like to walk.,like walk
House," [ picking up telephone ] Is that Dr. Jeffrey Walters? Hi. My name is Greg House, I'm a doctor! oh, is that the time? Yeah, I'm sorry, my watch must have stopped. Listen, you treated a Patient about eighteen months ago, a Woman named Lucille Palmeiro, I wondered if you recalled running any tests! [ fades as Walters hangs up on him ] !at all. [ tries again, using a terrible English accent! ] Oh, how terribly foolish of me, doctor, is it that late? Yes, I'm calling from London, you see, must have got my times mixed up so! [ another hangup ]",dr jeffrey walters hi name greg house doctor oh time yeah sorry watch must stopped listen treated patient eighteen months ago woman named lucille palmeiro wondered recalled running tests oh terribly foolish doctor late yes calling london see must got times mixed
